#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
180,"The Moment Of Our Love","Negative",36,129,"finnish rock, gothic metal, gothic rock, finnish pop","Pop, Rock, Metal","War Of Love",2003-00-00,03:48,45,88,1,0,49,0,10,-5,G#/A♭ minor,4,2025-08-31,3D9hwyyrhnKPsCmN6YgPAJ,"WM Finland",1A,FIGBF0300023
181,"Would You Love A Monsterman","Lordi",45,135,"metal","Metal","Get Heavy",2002-11-04,03:02,52,94,0,0,63,0,30,-4,B minor,4,2025-08-31,1KFFJxVj3mUUZVJawehnLr,"Terrier",10A,FIBAR0200358
182,"Fairytale Gone Bad","Sunrise Avenue",24,138,"finnish pop","Pop","On The Way To Wonderland",2006-05-31,03:25,69,61,5,0,65,0,10,-7,A#/B♭ minor,4,2025-08-31,0EyhkQUhRrhvji7df4WG6F,"Bonnier Music",3A,FIB3A0600009
183,"U Drive Me Crazy","Waldo's People",42,135,"eurodance, europop, finnish pop","Electronic, Pop","Waldo's People",1998-05-05,03:17,64,100,0,55,31,0,20,-6,F minor,4,2025-08-31,4i7ezXO3G9DwE7LRmuYdfP,"RCA Records Label",4A,FIBAR9800013
184,"1000 Ways - Radio edit","Waldo's People",28,140,"eurodance, europop, finnish pop","Electronic, Pop","No-Man's-Land",2000-05-22,03:24,57,97,0,0,65,0,40,-7,G#/A♭,4,2025-08-31,7yhbUmQvuZr6SKH7LOEbb1,"RCA Records Label",4B,FIBAR9900327
185,"Bourbon Street","Hurriganes",40,148,"finnish rock, rockabilly, finnish pop, iskelmä, dansband","Pop, Rock, Traditional Music","10/80",1980-00-00,02:38,46,84,1,11,68,0,20,-10,C,4,2025-08-31,5UDkB6FX8SF86hE3FXU1TC,"WEA",8B,FIFSC8000200
186,"I Will Stay","Hurriganes",37,104,"finnish rock, rockabilly, finnish pop, iskelmä, dansband","Pop, Rock, Traditional Music","Live at Metropol",1988-00-00,03:16,40,46,12,1,21,0,60,-16,A minor,4,2025-08-31,5aLqNN2qPiPCa7xACLduGf,"WEA",8A,FIFMF8800024
187,"Likaiset Legendat I","Yö",45,158,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Varietee",1983-01-01,03:35,39,95,2,0,76,0,20,-4,E minor,4,2025-08-31,55Pep7GbdK8JwnnYfhFAjT,"Poko Rekords Oy",9A,FIUNP8300605
188,"Mä putoan","Yölintu",46,160,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Mennyttä miestä",2005-02-16,03:21,57,53,40,0,66,0,20,-9,E minor,3,2025-08-31,3eif0DsvOWePF3ck0b47KP,"WEA",9A,FIWMA0500036
189,"Jos jotain yrittää (Harva meistä on rautaa)","Frederik",23,155,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Tulin, näin ja voitin...",1972-00-00,02:56,39,53,44,0,94,0,30,-10,C,4,2025-08-31,7FXhWcqg3TZFaI1ccOCbLq,"WM Finland",8B,FIFMF7000020
190,"Jee Jee","Eppu Normaali",18,103,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Maximum Jee&Jee",1979-01-01,02:51,47,89,0,1,59,0,0,-4,E,4,2025-08-31,4A1yHuTymqMfvLFBeKlgtK,"POKO",12B,FIUNP7900210
191,"Katson sineen taivaan","Katri Helena",35,125,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Katson sineen taivaan",1979-00-00,02:55,68,42,52,0,53,0,10,-10,A,4,2025-08-31,3072xUsv1Rv7TzyurcId7P,"WM Finland",11B,FIFSC7900500
192,"Njet Njet","Eppu Normaali",24,127,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Maximum Jee&Jee",1979-01-01,03:14,46,83,0,0,60,0,20,-5,A,4,2025-08-31,52LfpmVxveAqnaLUgI8xTB,"POKO",11B,FIUNP7900202
193,"Lapin kesä","Vesa-Matti Loiri",38,95,"iskelmä, finnish pop, finnish rock, christmas","Pop, Rock, Traditional Music","Eino Leino 1",1978-00-00,04:29,65,31,55,0,54,0,20,-15,A#/B♭ minor,4,2025-08-31,5kUhGoq4uEEUskrb8Q0NBd,"WEA",3A,FIFLG7800016
194,"Rappiolla","Hassisen Kone",38,171,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Täältä Tullaan Venäjä",1980-01-01,03:04,41,82,3,7,96,0,20,-6,E,4,2025-08-31,3ApNJsJf8qKCivGoJTeCrz,"POKO",12B,FIUNP8000601
195,"Helppo Elämä","Juliet Jonesin Sydän",36,173,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","1",1985-01-01,03:05,34,92,9,49,79,0,40,-11,A minor,4,2025-08-31,6AIFhVX3szY95EOxLAREDh,"POKO",8A,FIUNP8500103
196,"Erittäin hyvä (ellei täydellinen)","Mascara",45,142,"finnish pop, iskelmä, witch house","Pop, Traditional Music, Electronic","Erittäin hyvä",1997-01-01,03:13,56,89,1,0,58,0,20,-5,G minor,4,2025-08-31,6WSw9B0JbH3C52pzK3wQKe,"Universal Music Oy",6A,FIPFP9600099
197,"Vie Mut Minne Vaan","Yö",45,163,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Antaa Soittaa",1991-01-01,03:48,42,75,7,0,63,0,10,-9,B minor,4,2025-08-31,730nlWb9Ts5yQ16hUT6Djg,"POKO",10A,FIUNP9101501
198,"Mysteriet (Mysteeri) -Mysteriet deg- (with Lisa Nilsson)","Aki Sirkesalo, Lisa Nilsson",37,95,"finnish pop, iskelmä, finnish rock, swedish pop","Pop, Rock, Traditional Music","30 Unohtumatonta Laulua",2006-10-23,03:59,64,59,76,0,48,10,10,-13,D minor,4,2025-08-31,3ZMgFW0P5iO2iN5oLRzwF0,"Columbia",7A,FISME0300002
199,"Sleeping Sun","Nightwish",56,110,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Folk, Metal, Rock","Oceanborn",1998-01-01,04:05,34,57,1,0,7,0,10,-6,D minor,4,2025-08-31,64v7AaXu9qmbefvFwOtbvm,"Spinefarm FI",7A,FISFS9900081
200,"Villihevosia","Hanna Ekola",36,89,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Hanna Ekola",1990-01-01,02:55,58,63,40,0,48,0,20,-10,C minor,4,2025-08-31,1Y7hQpJhUNTQzoqDDnDppg,"Universal Music Oy",5A,FIPST9000402
201,"Mixet tahdo olla munkaa - Mixet tahdo mix","2. Maanantai",37,101,"finnish pop, iskelmä, finnish rock, eurodance","Electronic, Pop, Rock, Traditional Music","Karuimmat rakkauslaulut",1994-01-01,03:25,62,81,13,84,77,0,30,-11,F minor,4,2025-08-31,13rMK4RtJZ8aNRCVUZD47s,"Universal Music Oy",4A,FIPFP9400010
202,"Raising My Family - Single Mix","Sound of R.E.L.S.",34,95,"eurodance, finnish pop, iskelmä","Electronic, Pop, Traditional Music","Sound Of R.E.L.S.",1995-00-00,03:31,75,92,1,0,74,0,0,-3,G,4,2025-08-31,0qJz0sg1A4FQZhpurg1KXx,"WM Finland",9B,FIFMF9500489
203,"Hyvällä Tuulella","Mikko Kuustonen",21,121,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Seepran Varjo",1997-08-21,03:13,67,59,2,0,89,0,30,-8,A,4,2025-08-31,2VFrtgIBXzlDkx6cNMns4K,"Columbia",11B,FISMC9700034
204,"Nemo","Nightwish",0,125,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Folk, Metal, Rock","Once Finnish Double Platinum Edition (Limited Edition)",2004-06-07,04:36,49,74,0,0,36,0,0,-6,C minor,4,2025-08-31,3SvUzNmw90X3uoXwZyrpY0,"Spin-Farm Oy",5A,DED830471903
205,"Voittamaton","Fintelligens",29,88,"finnish hip hop, finnish pop","Hip Hop, Pop","Renesanssi",2000-09-24,03:31,55,75,2,0,81,30,0,-8,D,4,2025-08-31,7LPJ7xlm4CH2afpilxWfp9,"Columbia",10B,FISMC9900086
206,"Hang It Up","Redrama",18,98,"finnish hip hop, finnish pop","Hip Hop, Pop","Everyday Soundtrack",2003-01-01,03:50,93,61,17,0,77,30,20,-5,C♯/D♭ minor,4,2025-08-31,5q1Cg6vvZMq3EkhYwow4nw,"Virgin",12A,FIEVG0300036
207,"Rakkautta ja piikkilankaa","Uniklubi",0,165,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Rakkautta ja piikkilankaa",2004-01-01,03:57,39,95,0,0,39,0,60,-4,A minor,4,2025-08-31,2azy5rlyiFzM2HdeA4RFM3,"Universal Music Oy",8A,FIASS0300001
208,"Älä koskaan ikinä","Egotrippi",41,124,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Matkustaja",2003-10-20,03:04,46,95,1,0,56,0,20,-4,C♯/D♭ minor,4,2025-08-31,2mPlSG5cF1R0exN1XM3Ftk,"Zen Garden",12A,FIBAR0200445
209,"Ikuinen Virta","Indica",45,156,"finnish pop, finnish rock, iskelmä, symphonic metal, gothic metal","Pop, Rock, Metal, Traditional Music","Ikuinen Virta",2004-01-11,04:15,52,71,0,2,72,0,40,-7,B,4,2025-08-31,2N2vT7prULYdnOeqA0XBDy,"Columbia",1B,FISMC0400039
210,"Syytön","Nylon Beat",44,122,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Demo",2000-03-18,04:03,73,88,3,0,67,0,10,-7,F,4,2025-08-31,5fc8nRWTyPi3DZQoegH2UY,"RCA Records Label",7B,FIMTA0000046
211,"Leave Me Alone","Hanna Pakarinen",21,105,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Lovers",2007-04-23,03:34,33,84,0,0,47,0,60,-6,F#/G♭ minor,3,2025-08-31,553qSyDhijGfegH2FEhjne,"RCA Records Label",11A,FIBAR0600391
212,"Ingen Vinner","Ville Pusa",12,137,"finnish rock, finnish pop, swedish pop, iskelmä","Pop, Rock, Traditional Music","Silver",2000-08-09,03:34,42,78,0,0,35,0,50,-5,B minor,4,2025-08-31,1DidCCXVzcxwRDR3o5YaoP,"RCA Records Label",10A,FIBAR0000115
213,"Child Is My Name","Kemopetrol",25,130,"finnish pop, finnish rock","Pop, Rock","Slowed Down",2000-07-17,04:39,68,73,3,0,13,0,10,-7,B minor,4,2025-08-31,670yk984gYyOkrBKCgKeFv,"RCA Records Label",10A,FIMMS9900037
214,"Tule Mun Luo","Aki Sirkesalo",17,128,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Enkeleitä Onko Heitä",2001-12-08,03:34,79,88,16,0,97,0,30,-5,C,4,2025-08-31,1xCSH7whMHp2yqlD9nXzwq,"Epic",8B,FISME0000053
215,"Roviolla","Gimmel",36,118,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Lentoon",2002-11-25,02:59,74,82,2,0,83,0,20,-5,B,4,2025-08-31,7boHh6qfpgZIxJQhLY2gZZ,"RCA Records Label",1B,FIBAR0200375
216,"Tämän kylän poikii","Pariisin Kevät",44,118,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Astronautti",2010-05-10,03:34,68,69,16,0,72,0,0,-8,D,4,2025-08-31,0pakiWeYJcqrqka4SAaqa6,"Columbia",10B,FIBAR1000108
217,"Säännöt rakkaudelle","Anna Puu",43,128,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Antaudun",2012-10-26,03:43,63,47,66,0,39,0,10,-9,G,4,2025-08-31,2pq6zPY0TMGnVtIRFGClfF,"RCA Records Label",9B,FIBAR1200205
218,"Suloinen myrkynkeittäjä","Mariska & Pahat Sudet",0,116,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Mariska & Pahat Sudet",2010-05-10,03:57,82,60,7,5,78,0,0,-8,G#/A♭,4,2025-08-31,1Ef3g5R8Wc41q9cPotMlOV,"RCA Records Label",4B,FITFR1000002
219,"Hulluuden Highway","Haloo Helsinki!",41,130,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Hulluuden Highway",2017-03-10,04:15,61,90,2,0,45,0,30,-6,E minor,4,2025-08-31,1RPMDcIljymdp7dSgTfhls,"Ratas Music",9A,FIBAR1700014
220,"Mansikkamäki","Katri Ylander",26,123,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Katri Ylander",2006-06-08,03:01,44,54,8,0,29,0,10,-7,C,3,2025-08-31,4lHPhd0PHU7lfBH2oAXCpa,"RCA Records Label",8B,FIBAR0600118
221,"Epäröimättä hetkeekään","Elastinen, Jenni Vartiainen",0,93,"finnish hip hop, finnish pop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Epäröimättä hetkeekään",2020-01-31,03:20,47,67,3,0,35,0,70,-8,G#/A♭ minor,4,2025-08-31,6efE8dnOMEq6omfJK96lCM,"Universal Music Oy",1A,FIK3E2000346
222,"Viidestoista päivä","Maustetytöt",12,127,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Viidestoista päivä",2019-09-13,03:59,57,76,6,3,60,0,10,-5,A#/B♭ minor,4,2025-08-31,06BjXANcGQdOkkXnsQiDg9,"Is This Art!",3A,FIITA1900003
223,"Suomen muotoisen pilven alla","Arttu Wiskari",38,138,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suomen muotoisen pilven alla",2018-11-09,03:30,60,83,18,0,54,0,0,-6,G#/A♭ minor,4,2025-08-31,2lvZlCIDkDHWc2Q9Y51GUJ,"WM Finland",1A,FIWMA1800347
224,"Uusia unelmia","Vesala",28,96,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Uusia unelmia",2019-02-22,03:45,62,85,1,1,40,0,40,-5,G,4,2025-08-31,6WMRAp4dG3g1Ils9BbrQLA,"WM Finland",9B,FIWMA1900041
225,"Suru on kunniavieras","Jenni Vartiainen",16,130,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Ihmisten edessä 2007 - 2019",2019-11-01,03:33,35,57,1,0,32,0,20,-7,A minor,4,2025-08-31,1oMBRMM0yJNsPRjWuGLX3y,"WM Finland",8A,FIWMA1300483
226,"2020","Anna Puu, Olavi Uusivirta",36,127,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","2020",2020-02-08,03:20,58,68,4,0,48,0,20,-8,A minor,4,2025-08-31,0GqFfjQLx1294EupKJnhhh,"Universal Music Oy",8A,FIUM72000041
227,"Tässäkö tää oli? (feat. Leavings-Orkesteri)","Arttu Wiskari, Leavings-Orkesteri",31,126,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Tässäkö tää oli? (feat. Leavings-Orkesteri)",2020-04-10,03:42,77,64,15,0,80,0,0,-6,F minor,4,2025-08-31,3DxOpRtAzmGviFnsn0aM8m,"WM Finland",4A,FIWMA2000095
228,"Tikkei","Nelli Matula",20,110,"finnish pop, finnish hip hop, iskelmä","Hip Hop, Pop, Traditional Music","Tikkei",2020-06-12,03:05,70,88,5,0,73,10,30,-5,C minor,4,2025-08-31,0C2jAWEAt6rJB7K3PamM5J,"Universal Music Oy",5A,FIUM72000259
229,"Kyläbaari","Portion Boys",0,153,"finnish pop, iskelmä, finnish hip hop, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Kyläbaari",2021-03-05,03:46,56,93,1,0,84,0,30,-5,A#/B♭ minor,4,2025-08-31,3H1AVr1EZqacjtG0btvXML,"Universal Music Oy",3A,FIMFY2100001
230,"Ota varovasti","Vesta",50,85,"finnish pop, iskelmä","Pop, Traditional Music","Lohtulauseita",2018-03-23,03:27,57,63,1,0,21,0,0,-5,C♯/D♭,4,2025-08-31,46wULtWD6WHdbYNXk2KLMJ,"WM Finland",3B,FIWMA1700315
231,"Pikku Huopalahti - Singleversio","Pariisin Kevät",9,158,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Pikku Huopalahti (Singleversio)",2007-11-12,03:31,49,93,0,2,71,0,10,-5,F minor,4,2025-08-31,6hn7D4oxeuexWXO0qXeEMY,"Sony BMG Music Entertainment",4A,FIBAR0700511
232,"Yksinäisen keijun tarina","Chisu",42,95,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Vapaa ja yksin",2009-09-10,03:04,68,14,96,0,65,0,10,-16,B minor,4,2025-08-31,0l9tljJtIKbXkwN8LNJMa0,"WM Finland",10A,FI3HM0900117
233,"Olkinainen","Miljoonasade",27,126,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Veitsen valossa",1989-11-01,04:37,75,16,75,0,19,0,10,-17,D minor,4,2025-08-31,0Jz9zjUdBm1wof9kQZKoqs,"WEA",7A,FIFMF8800003
234,"Mennyt mies","J. Karjalainen",18,124,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Mennyt mies",2012-12-31,04:15,59,86,0,0,66,0,0,-5,B minor,4,2025-08-31,6vdtB7Cs0kjNl892DgqWlO,"WM Finland",10A,FIWMA1200436
235,"Huasteleppa levveemmin","Timi Lexikon",20,156,"finnish hip hop, finnish pop","Hip Hop, Pop","Vähät valitan",2010-05-31,03:57,71,79,25,0,58,30,0,-7,C,4,2025-08-31,7nvrbUlOyZsHOORZmx6Nn5,"WM Finland",8B,FIKHY1000069
236,"0010 / Kaupungissa","Apulanta",18,134,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Aivan kuin kaikki muutkin",1998-00-00,07:59,29,0,0,1,91,0,0,-5,G,4,2025-08-31,0IkfsiICE8Fl5aSIcRzk71,"Levy-Yhtiö",9B,FIATN9800034
237,"Ulkona","Tehosekoitin",14,137,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Rock`n Roll",1994-00-00,04:46,38,75,11,0,70,0,30,-8,D,4,2025-08-31,0ysrsH02kAGdBGFsqb4bTo,"Levy-yhtiö Oy",10B,FIATN9400002
